nid;transaccion_tipo;digitalizacion_medir;digitalizacion_observacion;descargas_obligatorias;formulario_digital;turno_requerido;turno_digital;identificacion_digital;posee_notificaciones;notificaciones;pago_requerido_list;pago_electronico_list;resumen_nivel;relevamiento_observaciones;recomendacion;observacion_recomendacion;texto_servicio;cat1;cat2;cat3;cat4
137;DENUNCIA;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Realizar reclamo;Servicios postales;Falta de entrega, deterioro o falta de cumplimiento de alguna de las condiciones pactadas con el operador de servicios postales (envios nacionales o internacionales);;
138;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener credencial para la biblioteca;Investigadores representantes de institución;;;
139;DENUNCIA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Realizar denuncias;Seguros de vida;;;
140;SOLICITUD;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener retiro por invalidez;;;;
141;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
142;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Autorizar laboratorios de semillas;;;;
143;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;"""Algunos de los trámites no tienen un costo inicial por su presentación"" por lo cual infiero que algunos de éstos trámites sí tienen costo inicial";NINGUNA;;Solicitar autorización para modificar red radioeléctica;Perteneciente al Servicio Móvil Marítimo y Aeronáutico ;;;
144;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Solicitar prórroga de la residencia temporaria;Estudiantes;;;
146;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Alquiler de casilleros para gestores/profesionales;;;;
149;SIN INFORMACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
150;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;2;Se permite el envio de documentación por correo pero no determina si se aplica al ciudadano del interior del país;NINGUNA;;Entidades sin fines de lucro;;;;
151;CONSULTA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
152;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;Obtención y renovación de documentos;Título;;;
153;INSCRIPCIÓN;SI;;SI;SI;SI;SI;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;SI;3;;NINGUNA;;Solicitud de Matrículas;Comerciantes;;;
154;INSCRIPCIÓN;SI;;SI;SI;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;3;;NINGUNA;;Autorizaciones para Personería jurídica;;;;
155;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;"Links ""BAJAR IMPRIMIR"" y ""Solicitud de inscripción"" rotos. Por lo que no sabemos si el archivo que se baja es definitivamente apto para presentar";NINGUNA;;Habilitar establecimiento de salud ;Para atención de pacientes drogadependientes;;Habilitar establecimiento para atención de pacientes drogadependientes;
157;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;Comercializar alimentos para animales;Autorizar reexportación ;De productos y subproductos vegetales y/o destinados a la alimentación animal - Fiscalización y certificación;;Reexportación de productos y subproductos vegetales y/o destinados a la alimentación animal - Fiscalización y certificación
158;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;2;Está la posibilidad de enviar la documentación por correo pero no aclara si aplica a todos los ciudadanos o solamente a los que residen en el interior (en ese caso no es necesario asistir al organismo);NINGUNA;;Entidades sin fines de lucro;;;;
159;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Solicitar inspecciones;Verificacion técnica ordinaria de seguridad;;;
160;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;"No requiere presencia porque puede realizarse por Correo Postal (costo implicito para el tramite full online).
Es la obtención de una contraseña para consulta de trámites.";NINGUNA;;Cooperativas y Mutuales;Documentación;;;
161;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener certificado náutico deportivo;Conductor náutico;Renovar;;
162;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Gestionar industria alimentaria;Autorización ;De uso de sustancias, elementos y equipos en contacto con alimentos;;Autorización de uso de sustancias, elementos y equipos en contacto con alimentos
163;INSCRIPCIÓN;NO;Descentralizado: Residentes del interior del país deben comunicarse con el Programa ANMAT responde para ser orientados sobre el trámite en su jurisdicción;SIN INFORMACIÓN;SIN INFORMACIÓN;NO - NO APLICA TURNO;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Obtener autorización de exportación;Medicamentos;Medicamentos para uso familiar;;
164;SIN INFORMACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
166;ASESORAMIENTO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;"Revisar: Verificar que el link es el mismo que para una denuncia.
Aparentemente manejar Consultas / Denuncias con el mismo sistema.";NINGUNA;;;;;;
167;ASESORAMIENTO;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
168;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;2;;NINGUNA;;Inscripciones a Registros;RNCyFS;;;
169;DENUNCIA;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 400;ELIMINAR;;Realizar reclamo por incumplimiento de Obra Social o Prepaga;;;;
170;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de tenencia;Armas de fuego;Por introducción;;
171;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Solicitar la autorización para instalar y poner en funcionamiento estaciones radioeléctricas;Para operar un Sistema de Alarma Punto a Punto (SAPAP);;;
172;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de portación de armas de fuego;Individual;;;
173;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de tenencia;Municiones;;;
174;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Solicitar informe técnico;;;;
175;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;;;;;
176;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Habilitar distribuidores de productos biomédicos;;;Habilitar distribuidores de productos biomédicos;
177;SIN INFORMACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
179;ASESORAMIENTO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Habilita asesoramiento por mail.;NINGUNA;;;;;;
180;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
181;ASESORAMIENTO;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;1;No hay formularios pero argentina.gob.ar te redirecciona al sitio web del Minsiterio de Turismo;NINGUNA;;;;;;
182;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Comercializar productos de origen animal;;;;Exportación de productos, subproductos y derivados de origen animal - Certificado sanitario definitivo
183;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Solicitar autorización para el cambio de denominación del titular de la Licencia y sus registros de servicios asociados;;;;
184;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener certificado Buque, embarcación o artefacto naval;Certificado de seguridad;;;
185;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Obtener Certificado;De exportación de productos y subproductos vegetales destinados a la alimentación animal (certificación fitosanitaria);;Certificado de exportación de productos y subproductos vegetales destinados a la alimentación animal
186;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener credencial para la biblioteca;Investigadores independientes;;;
187;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Invitaciones de negocios;;;
188;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
189;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Reformar estructura de un establecimiento;Farmaceútico;;Obtener autorización de reforma de establecimiento farmaceútico;
190;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Reagrupamiento familiar (padre, hijo, cónyuge);;;
191;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Inscribirse al Sistema Nacional - PLANACON;;;;
192;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;Turno online según jurisdicción;NINGUNA;;Obtener radicación;Asilados y refugiados;Residencia temporaria;;
193;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Pacientes bajo tratamiento médico;;;
194;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Obtener permiso de tenencia;Municiones;;;
195;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
196;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
197;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
198;SOLICITUD;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;Solicitudes e Inscripciones;Solicitudes;;;
199;ACTIVIDAD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;;;;;
201;ACTIVIDAD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
202;ACTIVIDAD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;;;;;
203;ACTIVIDAD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;;;;;
204;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
205;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Incribirse en ex-PRO.FE;;;;
206;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener certificado náutico deportivo;Conductor náutico de embarcacion ajena;;;
207;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener certificado náutico deportivo;Piloto de yate;;;
208;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
209;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
210;ASESORAMIENTO;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
211;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Solicitar la autorización para estaciones radioeléctricas;Para operan en frecuencias inferiores a 30 MHz en los Servicios Fijo y Móvil Terrestre (BLU);;;
212;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;SI;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Inscripción Sistema Proveedores del Estado ;;;;
213;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
215;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Cierre voluntario de establecimiento farmaceútico;;;;
216;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Reformar estructura de un establecimiento;Médico;;;
217;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;;NINGUNA;;Solicitar informe de inmueble;Frecuencia de informes - Informe 5;;;
218;DENUNCIA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;4;El servicio es en su totalidad digital.;NINGUNA;;Realizar reclamo / sugerencia;;;;
220;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Actualizar datos del padrón de beneficiarios de Obras Sociles;;;;
221;ACTIVIDAD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Se puede realizar la consulta sobre el material de la biblioteca por mail.;NINGUNA;;;;;;
222;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Obtener permiso de tenencia;Armas de fuego;Por reempadronamiento;;
223;ASESORAMIENTO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;"El link es el mismo que para una denuncia.
Aparentemente manejar consultas / denuncias con el mismo sistema.";NINGUNA;;;;;;
225;DENUNCIA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Reclamos en Aeropuertos;;;;
227;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener permiso de ingreso;Participantes de programas de intercambio cultural;;;
230;DENUNCIA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Realizar denuncias;Seguros de retiro;;;
232;DOCUMENTACIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
234;DENUNCIA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Denunciar infracciones;Tarjetas de Crédito;;;
235;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Solicitar prórroga de la residencia temporaria;Trabajador Contratado;;;
236;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Inscribir clubes náuticos;;;;
237;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Evaluar capacidad operativa de la embarcación / auditar busques;;;;
238;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Obtener certificado náutico deportivo;Deportista naútico;;;
239;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
240;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Incribirse como legítimo usuario coleccionista;;;;
241;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
242;ACTIVIDAD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
243;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
244;ACTIVIDAD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;;;;;
245;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
246;ACTIVIDAD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
247;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
249;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Actualización de registro de empleadores;;;;
250;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Obtener radicación definitiva (Cambio de Categoría);Artista o deportista;Residencia definitiva;No MERCOSUR;
252;SOLICITUD;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;2;;JUNTAR;"252;624";Obtener jubilación;Ordinaria;;;
253;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener prestación;Por desempleo;Trabajador;;
254;SOLICITUD;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener prestación;Por edad avanzada;Ordinaria;;
256;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;"Links ""BAJAR IMPRIMIR"" y ""Declaración Jurada"" rotos. Por lo que no sabemos si el archivo que se baja es definitivamente apto para presentar";NINGUNA;;Habilitar establecimiento de salud ;Hostal para psiquiatria y adicciones;;Habilitar hostal para psiquiatria y adicciones;
257;SOLICITUD;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener prestación;Por edad avanzada;Por invalidez;;
259;DOCUMENTACIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Afiliarse al PAMI;Constancia de Afiliación;;;
260;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
262;CONSULTA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Revisar links. Las consultas son via web. Chequear con el organismo si requieren logueo previo.;JUNTAR;"262;263;874;875;876; 877; 878";;;;;
263;CONSULTA;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Revisar links. La mitad de las consultas son documentos a descargar y la otra mitad consultas web.;JUNTAR;"262;263;874;875;876; 877; 878";;;;;
264;ACTIVIDAD;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;NINGUNA;;;;;;
265;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;4;Revisar Link y Contenidos. Según la web del INPI existe un portal web de trámites. Cuenta con clave propia y clave fiscal.;NINGUNA;;Obtener, renovar y transferir Marcas, Patentes y Modelos;Registros;;;
266;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;"Links ""CONSULTAR"" y ""Solicitud de inscripción con carácter de declaración jurada"" rotos. Por lo que no sabemos si el archivo que se baja es definitivamente apto para presentar";NINGUNA;;Habilitar establecimiento de salud ;Consultorio odontológico;;Habilitar consultorio odontológico;
267;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
268;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
269;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
270;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;;;;;
273;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;1;;NINGUNA;;;;;;
274;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;;;;;
